,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
186112,2016-03-20 18:54:13,MINI_Mini_Cooper_S_Sport_Aut._JCW,privat,Angebot,29950,test,kleinwagen,2015,automatik,192,cooper,20000,7,benzin,mini,nein,2016-03-20 00:00:00,0,24558,2016-04-07 02:45:29
270021,2016-03-11 19:54:46,Kia_Carens_CRDI_EX_2_0_Diesel_mit_Filter,privat,Angebot,3900,test,bus,2006,manuell,113,andere,150000,11,diesel,kia,nein,2016-03-11 00:00:00,0,14558,2016-03-14 18:46:35
87410,2016-03-31 20:06:21,Biete_T3_VW_Bus_mit_Innenausbau__fuer_Liebhaber_und_Bastler.,privat,Angebot,1600,control,bus,1992,manuell,75,transporter,5000,0,diesel,volkswagen,,2016-03-31 00:00:00,0,57080,2016-04-06 13:44:42
336729,2016-04-01 12:50:20,530_D_M_Packet_Orginal_ab_werk,privat,Angebot,19999,test,limousine,2008,automatik,235,5er,150000,5,diesel,bmw,,2016-04-01 00:00:00,0,37431,2016-04-07 09:17:50
51615,2016-03-10 08:55:50,Opel_Astra__fahrbereit__TÜV_bis_Mai_2016__1_4_liter,privat,Angebot,300,test,kombi,1995,manuell,0,astra,125000,4,benzin,opel,nein,2016-03-10 00:00:00,0,44805,2016-03-12 21:44:24
349840,2016-03-26 16:55:25,Seat_Leon_1.8_20V,privat,Angebot,2500,control,limousine,2000,manuell,125,leon,150000,1,benzin,seat,nein,2016-03-26 00:00:00,0,59969,2016-04-06 05:17:46
48442,2016-04-03 19:48:46,Verkaufe_Ford_Galaxy,privat,Angebot,0,test,,2017,,0,galaxy,150000,0,,ford,,2016-04-03 00:00:00,0,67655,2016-04-05 20:45:01
320521,2016-03-26 13:39:29,Ford__focus,privat,Angebot,500,control,andere,1998,manuell,101,,150000,10,benzin,ford,ja,2016-03-26 00:00:00,0,71409,2016-03-26 13:39:29
92938,2016-03-12 18:56:18,BMW_525_D,privat,Angebot,3800,test,kombi,2002,manuell,163,5er,150000,3,diesel,bmw,nein,2016-03-12 00:00:00,0,84524,2016-04-07 12:47:02
217464,2016-03-29 17:39:16,BMW_316i,privat,Angebot,1299,control,kombi,1996,manuell,102,3er,150000,6,benzin,bmw,ja,2016-03-29 00:00:00,0,90599,2016-04-06 03:16:01
70112,2016-03-28 19:39:51,Citroën_C4_mit_grosser_Ausstattung,privat,Angebot,3100,control,limousine,2005,manuell,109,c4,125000,5,benzin,citroen,nein,2016-03-28 00:00:00,0,14513,2016-04-01 04:45:54
239155,2016-03-31 21:52:26,Seat_Leon_1.9_TDI_Sport,privat,Angebot,2800,test,limousine,2001,manuell,150,leon,150000,12,diesel,seat,nein,2016-03-31 00:00:00,0,1139,2016-03-31 22:41:59
137905,2016-03-11 17:41:48,A6_1.9TDI_130_PS_+_beige_Leder,privat,Angebot,2600,control,kombi,2004,manuell,131,a6,150000,10,diesel,audi,nein,2016-03-11 00:00:00,0,26670,2016-03-11 17:41:48
282995,2016-04-01 13:40:28,Kia_Picanto_1.1_Klima_40100Km,privat,Angebot,4500,test,kleinwagen,2010,manuell,65,picanto,50000,6,benzin,kia,nein,2016-04-01 00:00:00,0,71522,2016-04-07 10:15:54
219783,2016-03-24 17:54:59,Volkswagen_Tiguan_1.4_TSI_BlueMotion_Technology_Sport_&...,privat,Angebot,13900,control,suv,2012,manuell,160,tiguan,125000,8,benzin,volkswagen,nein,2016-03-24 00:00:00,0,90478,2016-04-07 11:16:18
250247,2016-03-08 03:58:10,Golf_3_Variant_1.8,privat,Angebot,1250,control,kombi,1996,manuell,75,golf,150000,0,benzin,volkswagen,nein,2016-03-08 00:00:00,0,1796,2016-03-28 03:17:20
19155,2016-03-09 13:56:53,cordoba_vario,privat,Angebot,650,control,kombi,1999,manuell,75,cordoba,150000,12,benzin,seat,ja,2016-03-09 00:00:00,0,24576,2016-04-06 08:17:52
25122,2016-03-23 17:39:16,520i_Top_Zustand_Original_132000_km_nachweisbar,privat,Angebot,3499,control,limousine,2001,,170,,150000,0,benzin,bmw,,2016-03-23 00:00:00,0,58791,2016-04-06 14:44:47
368667,2016-03-19 20:36:18,Peugeot_RCZ_1.6_200_THP,privat,Angebot,22989,control,coupe,2013,manuell,200,andere,30000,5,benzin,peugeot,nein,2016-03-19 00:00:00,0,55413,2016-04-06 07:45:50
11134,2016-04-03 18:47:53,BMW_116i_Aut.,privat,Angebot,13999,control,limousine,2010,automatik,122,1er,125000,8,benzin,bmw,nein,2016-04-03 00:00:00,0,14476,2016-04-05 19:18:23
185799,2016-03-07 21:39:35,Audi_A6_TDI_Quattro,privat,Angebot,14900,control,limousine,2007,manuell,0,a6,150000,12,diesel,audi,nein,2016-03-07 00:00:00,0,72224,2016-03-31 06:45:32
14155,2016-03-05 19:38:42,BMW_E39_528i_Touring_Karosserie,privat,Angebot,0,test,kombi,1997,automatik,193,5er,150000,8,benzin,bmw,nein,2016-03-05 00:00:00,0,12555,2016-03-15 21:16:02
208847,2016-03-28 23:53:45,Volkswagen_Polo_1.4_TDI_Goal,privat,Angebot,3000,test,,2017,manuell,69,polo,150000,9,,volkswagen,nein,2016-03-28 00:00:00,0,50733,2016-04-05 15:18:39
183178,2016-04-04 10:52:55,Volkswagen_Golf_1.9_TDI_United,privat,Angebot,6100,control,limousine,2008,manuell,105,golf,150000,1,diesel,volkswagen,nein,2016-04-04 00:00:00,0,86161,2016-04-06 11:46:38
117514,2016-03-24 15:58:20,VW_Polo_1.0l_zu_verkaufen,privat,Angebot,1199,test,kleinwagen,2000,manuell,50,polo,150000,3,benzin,volkswagen,,2016-03-24 00:00:00,0,16567,2016-04-03 08:15:57
317053,2016-03-24 16:55:13,Audi_A6_2_7_TDI,privat,Angebot,6500,control,limousine,2006,manuell,179,a6,150000,6,diesel,audi,nein,2016-03-24 00:00:00,0,30853,2016-03-26 01:48:51
241244,2016-03-25 15:37:41,Ford_Fiesta_1.4_TDCI_Trend,privat,Angebot,1100,test,kleinwagen,2003,manuell,68,fiesta,150000,10,diesel,ford,ja,2016-03-25 00:00:00,0,66802,2016-04-06 19:16:06
139780,2016-03-31 22:39:45,Mercedes_w210_E420_T_Kombi_TÜV_NEU_Advantgarde,privat,Angebot,2599,test,kombi,1996,automatik,279,e_klasse,150000,11,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,29664,2016-04-06 18:17:41
